,movie_id,movie_name,year,genre,,director,cast
1162,tt0073104,Hera Pheri,1976,"Action, Comedy, Crime",,Prakash Mehra,"Saira Banu, Vinod Khanna, Amitabh Bachchan, Sulakshana Pandit"
1163,tt3142232,Heropanti,2014,"Action, Romance",,Sabir Khan,"Tiger Shroff, Kriti Sanon, Parthaa Akerkar, Sunil Grover"
1164,tt8458202,Pihu,2016,"Drama, Thriller",,Vinod Kapri,"Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma"
1165,tt14902008,Oh My Ghost,2022,"Comedy, Horror",,R. Yuvan,"Sunny Leone, Yogi Babu, Motta Rajendran, Sathish"
1166,tt0126234,Chamatkar,1992,"Comedy, Drama, Fantasy",,Rajiv Mehra,"Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar, Malvika Tiwari"
1167,tt1288638,Dasvidaniya,2008,"Comedy, Drama",,Shashant Shah,"Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla"
1168,tt0860454,MP3: Mera Pehla Pehla Pyaar,2007,"Comedy, Drama, Musical",,Robbie Grewal,"Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney"
1169,tt0346507,Andaaz,2003,"Drama, Musical, Romance",,Raj Kanwar,"Akshay Kumar, Lara Dutta, Priyanka Chopra Jonas, Rajeev Verma"
1170,tt0388403,Shanakht,1989,Drama,,Tinnu Anand,"Amitabh Bachchan, Madhuri Dixit, Madhavi"
1171,tt0150251,Daag: A Poem of Love,1973,"Drama, Music, Romance",,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Rakhee Gulzar, Prem Chopra"
1172,tt10743280,Dostana 2,2021,Comedy,,Collin D'Cunha,"Janhvi Kapoor, Abhishek Banerjee, Lakshya, Kirron Kher"
1173,tt0424298,Nache Nagin Gali Gali,1989,Horror,,Mohanji Prasad,"Meenakshi Sheshadri, Nitish Bharadwaj, Sadashiv Amrapurkar, Sahila Chaddha"
1174,tt26659814,Auron Mein Kahan DumTha,,"Drama, Romance",,Neeraj Pandey,"Ajay Devgn, Tabu, Jimmy Shergill, Shantanu Maheshwari"
1175,tt1242530,What's Your Raashee?,2009,"Comedy, Drama, Romance",,Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh"
1176,tt6041458,Tutak Tutak Tutiya,2016,"Comedy, Horror",,A.L. Vijay,"Sonu Sood, Rajiv Thakur, Rj Ajay, RJ Balaji"
1177,tt0340178,Jaal: The Trap,2003,"Action, Crime, Drama",,Guddu Dhanoa,"Sunny Deol, Tabu, Reema Sen, Anupam Kher"
1178,tt0088099,Sharaabi,1984,"Comedy, Drama, Romance",,Prakash Mehra,"Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey"
1179,tt1602476,Badmaa$h Company,2010,"Comedy, Crime, Drama",,Parmeet Sethi,"Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das"
1180,tt3483612,Hamari Adhuri Kahani,2015,"Drama, Romance",,Mohit Suri,"Emraan Hashmi, Vidya Balan, Rajkummar Rao, Sara Khan"
1181,tt10351180,Bad Boy,2023,"Comedy, Drama, Romance",,Rajkumar Santoshi,"Namashi Chakraborthy, Amrin Qureshi, Darshan Jariwala, Johny Lever"
1182,tt11231440,Doordarshan,2020,"Comedy, Drama",,Gagan Puri,"Manu Rishi Chadha, Mahie Gill, Dolly Ahluwalia, Shardul Rana"
1183,tt0362696,Haasil,2003,"Crime, Drama, Romance",,Tigmanshu Dhulia,"Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan, Ashutosh Rana"
1184,tt0470869,Neal 'N' Nikki,2005,"Comedy, Musical, Romance",,Arjun Sablok,"Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod"
1185,tt0273452,Bandhan,1998,"Action, Drama, Romance",,"K. Muralimohana Rao, Rajesh Malik","Jackie Shroff, Salman Khan, Rambha, Ashwini Bhave"
1186,tt1132589,Hijack,2008,"Action, Thriller",,Kunal Shivdasani,"Shiney Ahuja, Mona Ambegaonkar, Ananya Chadha, Gananay Chadha"
1187,tt0422236,Fida,2004,"Action, Crime, Drama",,Ken Ghosh,"Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma"
1188,tt13391696,Cold Case,2021,"Horror, Mystery, Thriller",,Tanu Balak,"Prithviraj Sukumaran, Aditi Balan, Lakshmi Priyaa Chandramouli, Anil Nedumangad"
1189,tt3726012,Mastizaade,2016,Comedy,,Milap Zaveri,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani"
1190,tt0402014,Ab Tak Chhappan,2004,"Crime, Drama",,Shimit Amin,"Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe"
1191,tt0112313,Akele Hum Akele Tum,1995,"Drama, Romance",,Mansoor Khan,"Aamir Khan, Manisha Koirala, Master Adil, Deven Verma"
1192,tt0182251,Jab Pyaar Kisise Hota Hai,1998,"Comedy, Drama, Romance",,Deepak Sareen,"Salman Khan, Twinkle Khanna, Johny Lever, Farida Jalal"
1193,tt0090611,Allah-Rakha,1986,"Action, Drama",,Ketan Desai,"Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee"
1194,tt29064031,Bhaagamathie Full Hindi Dubbed Movie,2018,Horror,,Ashok G.,"Jayaram, Asha Sharath, Murli Sharma, Anushka Shetty"
1195,tt0330843,Saathiya,2002,"Drama, Family, Romance",,Shaad Ali,"Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu"
1196,tt15250998,Ankahi Kahaniya,2021,"Drama, Romance",,"Abhishek Chaubey, Saket Chaudhary, Ashwiny Iyer Tiwari","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi, Palomi Ghosh"
1197,tt0459516,Pudhu Pettai,2006,"Action, Crime, Drama",,K. Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal"
1198,tt6950476,Tejas,2023,"Action, Drama, Thriller",,Sarvesh Mewara,"Kangana Ranaut, Anshul Chauhan, Varun Mitra, Veenah Naair"
1199,tt6971752,Shubh Mangal Saavdhan,2017,"Comedy, Romance",,R.S. Prasanna,"Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan"
1200,tt3469244,Phantom,2015,"Action, Drama, Thriller",,Kabir Khan,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang"
1201,tt10280276,Coolie No. 1,2020,"Action, Comedy, Romance",,David Dhawan,"Varun Dhawan, Sara Ali Khan, Paresh Rawal, Jaaved Jaaferi"
1202,tt1509732,Aisha,2010,"Comedy, Drama, Romance",,Rajshree Ojha,"Sonam Kapoor, Abhay Deol, Karamjeet Madonna, Amrita Puri"
1203,tt0247394,Gumnaam,1965,"Drama, Mystery, Thriller",,Raja Nawathe,"Nanda Karnataki, Manoj Kumar, Pran Sikand, Helen"
1204,tt12312912,Fire in the Mountains,2021,Drama,,Ajitpal Singh,"Vinamrata Rai, Chandan Bisht, Harshita Tiwari, Mayank Singh Jaira"
1205,tt0111780,Yaar Gaddar,1994,"Action, Drama, Mystery",,Umesh Mehra,"Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani"
1206,tt0112459,Barsaat,1995,"Action, Romance",,Rajkumar Santoshi,"Bobby Deol, Twinkle Khanna, Raj Babbar, Mukesh Khanna"
1207,tt0806088,Heyy Babyy,2007,"Comedy, Drama",,Sajid Khan,"Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan"
1208,tt0995035,Dhol,2007,"Comedy, Crime, Mystery",,"Priyadarshan, Aman Ullah","Sharman Joshi, Tusshar Kapoor, Kunal Kemmu, Rajpal Naurang Yadav"
1209,tt10916102,Bahut Hua Sammaan,2020,"Comedy, Crime, Drama",,Ashish R. Shukla,"Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya"
1210,tt0293342,Lajja,2001,"Action, Crime, Drama",,Rajkumar Santoshi,"Manisha Koirala, Jackie Shroff, Madhuri Dixit, Ajay Devgn"
1211,tt0408976,Krishna Cottage,2004,"Horror, Mystery, Romance",,Santram Varma,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri"
1212,tt0116726,Jung,1996,"Action, Crime, Drama",,Rama Rao Tatineni,"Mithun Chakraborty, Ajay Devgn, Rambha, Vani Viswanath"
1213,tt8133888,Nela Ticket,2018,"Action, Comedy, Crime",,Kalyan Krishna,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj"
1214,tt0484186,Pyasi Nigahen,1990,Thriller,,Kesar Matharu,"Birbal, Sahila Chaddha, Ajinkya Deo, Annu Kapoor"
1215,tt5842616,Veere Di Wedding,2018,Comedy,,Shashanka Ghosh,"Kareena Kapoor, Sonam Kapoor, Swara Bhasker, Shikha Talsania"
1216,tt0116308,Fire,1996,"Drama, Romance",,Deepa Mehta,"Shabana Azmi, Nandita Das, Karishma Jhalani, Ramanjeet Kaur"
1217,tt3742284,NH10,2015,"Action, Crime, Drama",,Navdeep Singh,"Anushka Sharma, Neil Bhoopalam, Darshan Kumaar, Deepti Naval"
1218,tt10350626,Gunjan Saxena: The Kargil Girl,2020,"Action, Biography, Drama",,"ALi Khan AK, Sharan Sharma","Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij"
1219,tt13698928,Silence... Can You Hear It?,2021,"Crime, Thriller",,"Aban Bharucha Deohans, Tania Deohans","Sahil Vaid, Saurrabh Kushwaha, Pankaj Anand, Manoj Bajpayee"
1220,tt23220552,Badass Ravikumar,2024,"Action, Musical",,Himesh Reshammiya,"Prabhu Deva, Himesh Reshammiya, Sonia Kapoor"
1221,tt21074588,Baap,,Action,,Vivek Chauhan,"Lankesh Bhardwaj, Sanjay Dutt, Sunny Deol, Jackie Shroff"
1222,tt6095994,Khoj,2017,"Crime, Mystery, Thriller",,Arka Ganguly,"Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya"
1223,tt0833476,Jhoom Barabar Jhoom,2007,"Comedy, Drama, Musical",,Shaad Ali,"Abhishek Bachchan, Preity G Zinta, Bobby Deol, Lara Dutta"
1224,tt3036740,Humshakals,2014,"Comedy, Drama, Romance",,Sajid Khan,"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu"
1225,tt0102701,Prahaar: The Final Attack,1991,"Drama, Thriller, Action",,"Subhankar Ghosh, Nana Patekar","Nana Patekar, Dimple Kapadia, Gautam Joglekar, Madhuri Dixit"
1226,tt0326600,Maine Dil Tujhko Diya,2002,"Action, Romance",,"Sohail Khan, Azim Shaikh","Sohail Khan, Sameera Reddy, Sanjay Dutt, Kabir Bedi"
1227,tt3483712,Raja Natwarlal,2014,"Crime, Thriller",,Kunal Deshmukh,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon"
1228,tt12861212,Chhorii,2021,"Drama, Horror, Thriller",,Vishal Furia,"Nushrratt Bharuccha, Mita Vashisht, Gracy Goswami, Rajesh Jais"
1229,tt0085165,Andhaa Kaanoon,1983,"Action, Drama",,Rama Rao Tatineni,"Rajinikanth, Hema Malini, Reena Roy, Amitabh Bachchan"
1230,tt5178120,The Song of Scorpions,2017,Drama,,Anup Singh,"Golshifteh Farahani, Irrfan Khan, Waheeda Rehman, Shashank Arora"
1231,tt0114231,Ram Jaane,1995,"Action, Crime, Drama",,Rajiv Mehra,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur"
1232,tt5785200,Machine,2017,"Action, Mystery, Romance",,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla, Abinash Rout","Kiara Advani, Rishabh Arora, Mustafa Burmawala, Shabbir Burmawala"
1233,tt17320574,Acting Ka Bhoot,2023,"Comedy, Crime",,Shashank Kumar,"Aham Sharma, Rajni Katiyar, Saanand Verma, Ishtiyak Khan"
1234,tt0255212,Hamara Dil Aapke Paas Hai,2000,"Action, Drama, Romance",,Satish Kaushik,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar"
1235,tt0285958,Pyaar Ishq Aur Mohabbat,2001,"Drama, Musical, Romance",,Rajiv Rai,"Arjun Rampal, Kirti Reddy, Suniel Shetty, Aftab Shivdasani"
1236,tt7963804,Pantham,2018,Action,,K. Chakravarthy Reddy,"Gopichand, Mehreen Pirzada, Ajay, Joy Badlani"
1237,tt0456500,Kyaa Kool Hai Hum,2005,"Comedy, Mystery",,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia"
1238,tt7527082,Hamid,2018,Drama,,Aijaz Khan,"Talha Arshad Reshi, Vikas Kumar, Rasika Dugal, Sumit Kaul"
1239,tt0493437,Apna Sapna Money Money,2006,"Comedy, Musical, Romance",,Sangeeth Sivan,"Riteish Deshmukh, Shreyas Talpade, Riya Sen, Koena Mitra"
1240,tt0272062,Daag: The Fire,1999,"Action, Drama, Thriller",,Raj Kanwar,"Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry, Shakti Kapoor"
1241,tt0833484,The Killer,2006,"Action, Crime, Drama",,"Hasnain Hyderabadwala, Raksha Mistry","Irrfan Khan, Emraan Hashmi, Priyanka Kothari, Bharti Achrekar"
1242,tt23875222,Mission Lion,,Thriller,,Jagan Shakti,"Tiger Shroff, Sara Ali Khan, Hiten Patel, Atul Sharma"
1243,tt26627624,Siren,2023,"Crime, Thriller",,Raja Venkiya,"Praveer Shetty, Lasya Ponnu Ash, Achyuth Kumar, Pavitra Lokesh"
1244,tt8976992,Laila Aur Satt Geet,2020,Drama,,Pushpendra Singh,"Navjot Randhawa, Sadakkit Bijran, Shahnawaz Bhat, Ranjit Khajuria"
1245,tt1292703,Oye Lucky! Lucky Oye!,2008,"Comedy, Crime, Drama",,Dibakar Banerjee,"Abhay Deol, Paresh Rawal, Nitu Chandra, Archana Puran Singh"
1246,tt10463030,Bhoot: Part One - The Haunted Ship,2020,"Horror, Mystery, Thriller",,Bhanu Pratap Singh,"Vicky Kaushal, Ashutosh Rana, Meher Vij, Akash Dhar"
1247,tt6265050,Shabaash Mithu,2022,"Biography, Drama, Sport",,Srijit Mukherji,"Taapsee Pannu, Vijay Raaz, Geeta Agrawal Sharma, Sameer Dharmadhikari"
1248,tt0437238,Hulchul,2004,"Action, Comedy, Drama",,Priyadarshan,"Akshaye Khanna, Kareena Kapoor, Amrish Puri, Lakshmi"
1249,tt8108206,Saand Ki Aankh,2019,"Biography, Drama",,Tushar Hiranandani,"Taapsee Pannu, Bhumi Pednekar, Prakash Jha, Vineet Kumar Singh"
1250,tt0111625,Vijaypath,1994,"Action, Drama, Romance",,Farogh Siddique,"Ajay Devgn, Tabu, Suresh Oberoi, Reema Lagoo"
1251,tt13451738,Kodiyil Oruvan,2021,"Action, Drama",,Ananda Krishnan,"Vijay Antony, Aathmika, Divya Prabha, Ramachandra Raju"
1252,tt7162758,Paltan,2018,"Action, Drama, History",,J.P. Dutta,"Jackie Shroff, Arjun Rampal, Sonu Sood, Gurmeet Choudhary"
1253,tt0299108,Rehnaa Hai Terre Dil Mein,2001,"Comedy, Drama, Musical",,Gautham Vasudev Menon,"Madhavan, Saif Ali Khan, Dia Mirza, Vrajesh Hirjee"
1254,tt0833553,Ta Ra Rum Pum,2007,"Comedy, Drama, Family",,Siddharth Anand,"Saif Ali Khan, Rani Mukerji, Jaaved Jaaferi, Ali Haji"
1255,tt11112526,Indoo Ki Jawani,2020,"Comedy, Drama",,Abir Sengupta,"Kiara Advani, Aditya Seal, Mallika Dua, Kimsa Sok"
1256,tt1954206,The Dirty Picture,2011,"Biography, Comedy, Drama",,Milan Luthria,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah"
1257,tt9495690,Pagalpanti,2019,"Action, Comedy",,Anees Bazmee,"Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi"
1258,tt0330217,Dil Ka Rishta,2003,"Drama, Musical, Romance",,Naresh Malhotra,"Arjun Rampal, Aishwarya Rai Bachchan, Priyanshu Chatterjee, Rakhee Gulzar"
1259,tt10885444,Khaali Peeli,2020,"Action, Comedy, Romance",,Maqbool Khan,"Ishaan Khattar, Ananya Panday, Sayeem Afran, Jaideep Ahlawat"
1260,tt0178186,Aandhi,1975,"Drama, Romance",,Gulzar,"Suchitra Sen, Sanjeev Kumar, Om Shivpuri, Manmohan"
1261,tt3836958,Shamitabh,2015,Drama,,R. Balki,"Amitabh Bachchan, Dhanush, Akshara Haasan, Abhinaya"
1262,tt1629715,Miss Lovely,2012,"Crime, Drama, Romance",,Ashim Ahluwalia,"Nawazuddin Siddiqui, Niharika Singh, Anil George, Zeena Bhatia"
1263,tt0084866,Vidhaata,1982,"Action, Drama",,Subhash Ghai,"Tom Alter, Harbans Darshan M. Arora, Birbal, Krishan Dhawan"
1264,tt0070558,Pran Jaye Par Vachan Na Jaye,1974,"Action, Drama, Musical",,S. Ali Raza,"Sunil Dutt, Rekha, Bindu Desai, Ranjeet Bedi"
1265,tt0193102,Dil Ka Kya Kasoor,1992,"Musical, Romance",,Lawrence D'Souza,"Prithvi Vazir, Divya Bharti, Sanam, Laxmikant Berde"
1266,tt0111308,Suhaag,1994,"Action, Comedy, Drama",,Kuku Kohli,"Ajay Devgn, Akshay Kumar, Karisma Kapoor, Nagma"
1267,tt0110942,Raja Babu,1994,"Action, Comedy, Drama",,David Dhawan,"Govinda, Karisma Kapoor, Shakti Kapoor, Kader Khan"
1268,tt13171178,Parivartan,2022,Family,,Pranav Vatsa,"Vineet Singh Chandel, Geeta Gopal Govekar, Ziya Seikh, Simmran Sharma"
1269,tt3004774,Tigers,2014,Drama,,Danis Tanovic,"Emraan Hashmi, Geetanjali Thapa, Danny Huston, Khalid Abdalla"
1270,tt0149568,Aa Ab Laut Chalen,1999,"Musical, Romance, Drama",,Rishi Kapoor,"Rajesh Khanna, Akshaye Khanna, Aishwarya Rai Bachchan, Suman Ranganath"
1271,tt0244585,Khubsoorat,1980,"Comedy, Drama, Family",,Hrishikesh Mukherjee,"Ashok Kumar, Rekha, Rakesh Roshan, Shashikala Jawalkar"
1272,tt28222781,Untitled SRK-Suhana-Marflix movie,,Action,,Sujoy Ghosh,"Amitabh Bachchan, Vidya Balan, Riteish Deshmukh, Sanjay Dutt"
1273,tt0341549,Rishtey,2002,"Action, Drama, Romance",,Indra Kumar,"Anil Kapoor, Karisma Kapoor, Shilpa Shetty Kundra, Kaivalya Chheda"
1274,tt0172234,Chaahat,1996,"Drama, Romance",,Mahesh Bhatt,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher"
1275,tt0294264,Aalavandhan,2001,"Action, Crime, Thriller",,Suresh Krishna,"Kamal Haasan, Raveena Tandon, Manisha Koirala, Kitu Gidwani"
1276,tt10309906,Shubh Mangal Zyada Saavdhan,2020,"Comedy, Crime, Romance",,Hitesh Kewalya,"Ayushmann Khurrana, Jitendra Kumar, Gajraj Rao, Neena Gupta"
1277,tt5358948,One Night Stand,2016,"Drama, Romance",,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed"
1278,tt0082644,Laawaris,1981,"Drama, Action, Musical",,Prakash Mehra,"Amitabh Bachchan, Zeenat Aman, Rakhee Gulzar, Amjad Khan"
1279,tt0266439,Dacait,1987,"Action, Drama",,Rahul Rawail,"Rakhee Gulzar, Sunny Deol, Meenakshi Sheshadri, Suresh Oberoi"
1280,tt0091598,Naam,1986,"Crime, Drama, Thriller",,Mahesh Bhatt,"Nutan, Kumar Gaurav, Sanjay Dutt, Poonam Dhillon"
1281,tt0824375,Nishabd,2007,Drama,,Ram Gopal Varma,"Amitabh Bachchan, Jiah Khan, Revathi, Nassar"
1282,tt0213753,Kadhalar Dinam,1999,"Drama, Musical, Romance",,Kathir,"Kunal, Sonali Bendre, Nassar, Goundamani"
1283,tt2976172,Sixteen,2013,"Drama, Romance, Thriller",,"Raj Purohit, LAl Mohan","Wamiqa Gabbi, Izabelle Leite, Mehak Manwani, Highphill Mathew"
1284,tt10816692,Lohardaga,2023,Drama,,Lal Vijay Shahdeo,"Priya Ambust, Raquib Arshad, Sanjay Barman, Amit Kumar Bhagat"
1285,tt1582597,Sathyam,2008,"Action, Crime, Drama",,Rajsekhar,"Vishal, Nayanthara, Brahmanandam, Kota Srinivasa Rao"
1286,tt12338956,Salmon 3D,2023,"Romance, Thriller",,Shalil Kallur,"Vijay Yesudas, Jonita Doda, Rajeev Pillai, Dhruvanth"
1287,tt0107060,Gumrah,1993,"Action, Crime, Drama",,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy"
1288,tt0091256,Ijaazat,1987,"Drama, Musical, Romance",,Gulzar,"Rekha, Naseeruddin Shah, Anuradha Patel, Rammohan Sharma"
1289,tt4896974,Chimanee Pakhre,2000,Drama,,Mahesh Kothare,"Anand Abhyankar, Laxmikant Berde, Priya Arun Berde, Nagesh Bhonsle"
1290,tt1194608,Ek Vivaah... Aisa Bhi,2008,"Drama, Romance",,Kaushik Ghatak,"Isha Koppikar, Sonu Sood, Anand Abhyankar, Daman Baggan"
1291,tt1578261,Break Ke Baad,2010,"Comedy, Drama, Romance",,Danish Aslam,"Imran Khan, Deepika Padukone, Namit Shah, Parzaan Dastur"
1292,tt2137241,Rock On 2,2016,"Drama, Music",,Shujaat Saudagar,"Farhan Akhtar, Shraddha Kapoor, Arjun Rampal, Purab Kohli"
1293,tt0233938,Indrasabha,1932,"Musical, Romance",,Jamahedji Jehangirji Madan,"Nissar, Jehanara Kajjan, Abdul Rehman Kabuli, Mukhtar Begum"
1294,tt4501268,Maharaj,,"Biography, Crime, Drama",,Malhotra P. Siddharth,"Jaideep Ahlawat, Sharvari Wagh, Shalini Pandey, Mark Bennington"
1295,tt6424216,21: Battle of Saragarhi,,War,,Rajkumar Santoshi,"Randeep Hooda, Vikramjeet Virk, Apinderdeep Singh, Nitin Chauhan"
1296,tt1629241,Bumm Bumm Bole,2010,"Drama, Family, Thriller",,Priyadarshan,"Atul Kulkarni, Rituparna Sengupta, Darsheel Safary, Ziyah Vastani"
1297,tt0109134,Anjaam,1994,"Crime, Drama, Thriller",,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever"
1298,tt11027850,Hacked,2020,Thriller,,Vikram Bhatt,"Hina Khan, Komal Chhabria, Sougata Ghosh, Rohan Shah"
1299,tt15715122,Dybbuk: The Curse Is Real,2021,"Drama, Horror",,Jay.k,"Emraan Hashmi, Nikita Dutta, Manav Kaul, Imaaduddin Shah"
1300,tt0272118,Haathi Mere Saathi,1971,"Drama, Family, Musical",,M.A. Thirumugham,"Rajesh Khanna, Tanuja Samarth, David Abraham, Sujit Kumar"
1301,tt0151511,Mausam,1975,"Musical, Romance",,Gulzar,"Sanjeev Kumar, Sharmila Tagore, Om Shivpuri, Agha"
1302,tt4545630,Sardaar Gabbar Singh,2016,"Action, Comedy, Crime",,K.S. Ravindra,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjanaa Galrani"
1303,tt0100857,Vardi,1989,"Action, Crime, Drama",,Umesh Mehra,"Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit"
1304,tt0270820,Aag Ke Sholay,1988,"Action, Thriller",,"S.R. Pratap, S.R. Pratap","Sumeet Saigal, Vijayata Pandit, Hemant Birje, Sripradha"
1305,tt21387380,Kacchey Limbu,2022,"Drama, Family",,Shubham Yogi,"Sukhita Aiyar, Rajat Barmecha, Radhika Madan, Ayush Mehra"
1306,tt0328671,Yeh Hai Jalwa,2002,"Comedy, Drama, Romance",,David Dhawan,"Rishi Kapoor, Salman Khan, Ameesha Patel, Rati Agnihotri"
1307,tt0758053,Saawariya,2007,"Drama, Musical, Romance",,Sanjay Leela Bhansali,"Ranbir Kapoor, Sonam Kapoor, Salman Khan, Rani Mukerji"
1308,tt21279420,Emergency,2023,"Drama, History",,Kangana Ranaut,"Anupam Kher, Kangana Ranaut, Satish Kaushik, Mahima Chaudhry"
1309,tt0341455,Makdee,2002,"Comedy, Family, Fantasy",,Vishal Bhardwaj,"Shabana Azmi, Shweta Basu Prasad, Makrand Deshpande, Aalaap Majgavkar"
1310,tt13149544,Black Rose,2021,Thriller,,"Hemant N Mishra, Sandeep Rampher Kumar","Samiksha Bhatnagar, Abhilash Narain, Sanjana Shukla, Jai Shanker Tripathi"
1311,tt0082594,Kaalia,1981,"Action, Drama",,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan"
1312,tt0084532,Prem Rog,1982,"Drama, Musical, Romance",,Raj Kapoor,"Shammi Kapoor, Nanda Karnataki, Tanuja Samarth, Vijayendra Ghatge"
1313,tt0490210,Sarkar Raj,2008,"Action, Crime, Drama",,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Ravi Kale"
1314,tt1267500,Phoonk,2008,"Drama, Horror, Mystery",,Ram Gopal Varma,"Sudeep, Amruta Khanvilkar, Ahsaas Channa, Ashwini Kalsekar"
1315,tt0259322,Gehrayee,1980,"Drama, Horror",,"Vikas Desai, Aruna Raje","Shreeram Lagoo, Anant Nag, Indrani Mukherjee, Padmini Kolhapure"
1316,tt1773109,Yamla Pagla Deewana,2011,"Action, Comedy, Drama",,"Samir Karnik, Jeet Rataul","Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya, Bhupindder Bhoopii"
1317,tt0173156,Saajan Ka Ghar,1994,Drama,,Surendra Kumar Bohra,"Rishi Kapoor, Juhi Chawla, Deepak Tijori, Farheen"
1318,tt0490170,Love Story 2050,2008,"Action, Adventure, Drama",,Harry Baweja,"Harman Baweja, Priyanka Chopra Jonas, Boman Irani, Archana Puran Singh"
1319,tt5954088,Commando 2,2017,"Action, Adventure, Thriller",,Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta, Freddy Daruwala"
1320,tt5749012,Mehsampur,2018,Drama,,Kabir Singh Chowdhry,"Lal Chand, Navjot Randhawa, Devrath Joshi, Jagjeet Sandhu"
1321,tt1740710,Mere Brother Ki Dulhan,2011,"Comedy, Drama, Family",,Ali Abbas Zafar,"Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza"
1322,tt23849204,12th Fail,2023, ,,Vidhu Vinod Chopra,"Perry Chhabra, Sam Mohan, Vikrant Massey, Priyanshu Chatterjee"
1323,tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,"Comedy, Drama, Musical",,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity G Zinta, Anupam Kher"
1324,tt0485522,Umrao Jaan,2006,"Drama, Romance",,J.P. Dutta,"Aishwarya Rai Bachchan, Shabana Azmi, Suniel Shetty, Abhishek Bachchan"
1325,tt1618430,Dum Maaro Dum,2011,"Action, Crime, Drama",,Rohan Sippy,"Abhishek Bachchan, Deepika Padukone, Bipasha Basu, Rana Daggubati"
1326,tt0061650,Farz,1967,"Action, Crime, Thriller",,Ravikant Nagaich,"Jeetendra, Babita Kapoor, Aruna Irani, Kanchana"
1327,tt7147540,Sui Dhaaga: Made in India,2018,"Comedy, Drama",,Sharat Katariya,"Anushka Sharma, Varun Dhawan, Siddharth Bhardwaj, Namit Das"
1328,tt9115574,Om - The Battle Within,2022,"Action, Thriller",,Kapil Verma,"Vicky Arora, Amit Ghosh, Armen Greyg, Abudhar Al Hassan"
1329,tt13892722,Iftikhar,2022,Drama,,Kapil Verma,"Vicky Arora, Amit Ghosh, Armen Greyg, Abudhar Al Hassan"
